Question,Agent Bucket,Tool Bucket,Advisory Bucket,Response Quality,,Second Pass,CoPilot Screen,Gitanjali,Oscar
Are you using the standard DDoS protection service or any other third-party DDoS protection services?,Agent:DDoSAdvisory,Tool:ResourceState,ResourceCoverage,,,,,,
What is the current impact of the attack on your services?,Agent:DDoSIncident,Tool:AttackProfiling,,Outage detection,,,,,
Are there any critical services or applications that are down or severely affected?,Agent:DDoSIncident,Tool:AttackProfiling,,Outage detection,,,,,
Can you provide the details of the affected Public IP address and associated resources?,Agent:DDoSIncident,Tool:AttackProfiling,,,,,,,
Are there any specific configurations or custom settings applied to these resources?,NotApplicable,,,,,,,,
Why is the total inbound packet count not visible on the monitoring portal after mitigation was applied?,Agent:DDoSAdvisory,Tool:AttackProfiling,PortalUsability,,,,,,
Can the DDoS threshold limits be manually increased to accommodate the high volume of traffic on multiple public IPs?,Agent:DDoSAdvisory,Tool:DetectionTuning,Thresholds,,,,,,
Is it necessary to attach public IP addresses to the resources in order to raise the DDoS threshold limits?,Agent:DDoSAdvisory,Tool:DetectionTuning,Thresholds,,,,,,
Can you provide a written article or documentation that states the hard limits for the DDoS policy?,Agent:DDoSAdvisory,,Thresholds,,,,,,
Are all the new public IPs attached to network interface cards and actively in use?,NotApplicable,,,,,,,,
Can the DDoS Rapid Response team apply the requested threshold increase to all 24 new IP addresses?,Agent:DDoSAdvisory,Tool:DetectionTuning,Thresholds,,,,,,
Is there any business impact related to the DDoS threshold increase request?,Agent:DDoSAdvisory,Tool:DetectionTuning,Thresholds,,,,,,
"If a different additional email destination is added, will it be successful?",NotApplicable,,,,,,,,
What steps were followed to add the email account to the alert notifications?,Agent:DDoSAdvisory,,Notifications,,,,,,
Which specific use case or potential abuse scenario is the customer referring to regarding cyber policy or security features on the subscription?,NotApplicable,,,,,,,,
"Is the customer inquiring about security measures related to resource-based protections, such as service firewalls, or about identity and access management features like Entra logins, conditional access, or lock policies?",NotApplicable,,,,,,,,
Has the customer reviewed the configuration of Web Application Firewall and DDoS protection policies under their subscription?,NotApplicable,,,,,,,,
"Is there confirmation from the customer regarding the absence of a DDoS Protection Plan applied to their resources, and do they understand that default infrastructure-level DDoS protection is in place instead?",Agent:DDoSAdvisory,Tool:ResourceState,ResourceCoverage,,,,,,
Who is the organization associated with the IP address under DDoS attack?,Agent:DDoSIncident,Tool:AttackProfiling,,,,,,,
How do you install the university's GlobalProtect software for students to access resources remotely?,NotApplicable,,,,,,,,
What is the impact of the print delays on your business operations?,NotApplicable,,,,,,,,
Are the print delays affecting more than 50 users?,NotApplicable,,,,,,,,
Can you confirm if the delays occur when sending print jobs to remote print queues?,NotApplicable,,,,,,,,
Are the delays happening intermittently or consistently?,NotApplicable,,,,,,,,
Are multiple print queues and applications affected?,NotApplicable,,,,,,,,
Are the print jobs running over the public internet?,NotApplicable,,,,,,,,
Have you opened any tickets with other teams to troubleshoot delays from the application to the print queue?,NotApplicable,,,,,,,,
Is the delay occurring during the preparation of application data packets?,NotApplicable,,,,,,,,
What is the typical delay time you are experiencing for print jobs?,NotApplicable,,,,,,,,
Is the delay causing significant business impact during high volume periods?,NotApplicable,,,,,,,,
"Are the print jobs delayed when creating or receiving files, or only when sending to printers?",NotApplicable,,,,,,,,
Are the print jobs sent through load-balanced VMs or specific print servers?,NotApplicable,,,,,,,,
"Do you see any performance issues on the VMs, such as disk latency or CPU spikes, that correlate with the print delays?",NotApplicable,,,,,,,,
Can you provide timestamps for when the print delays occur?,NotApplicable,,,,,,,,
Are there any network retransmissions or packet drops during the delays?,NotApplicable,,,,,,,,
Can you run connectivity tests such as psping or test-netconnection to the print endpoints during the issue?,NotApplicable,,,,,,,,
Are you authenticating to the domain using Kerberos for printer access?,NotApplicable,,,,,,,,
"Are any other users affected by the print delays, or is it isolated to specific printers?",NotApplicable,,,,,,,,
"Have you tried sending test print files (e.g., zebra files) to the print queue to reproduce the delay?",NotApplicable,,,,,,,,
Is there any evidence of NTLM or authentication problems in the logs?,NotApplicable,,,,,,,,
Can you provide network captures from both your environment and the print server side for comparison?,NotApplicable,,,,,,,,
"Are the print jobs routed through network devices like load balancers or NVAs, and can you confirm their configurations?",NotApplicable,,,,,,,,
"Is the DDoS protection triggering on your traffic, and can thresholds be adjusted or IPs whitelisted?",Agent:DDoSAdvisory,Tool:DetectionTuning,Thresholds,,,,,,
Are you able to monitor DDoS protection metrics such as TCPPacketsInDDoS or TCPPacketsDropped during the issue?,Agent:DDoSAdvisory,,Metrics,,,,,,
Is there any evidence of SYN/ACK delays or incomplete TCP conversations in your network captures?,Agent:DDoSAdvisory,,LogAndAttackAnalytics,,,,,,
Can you confirm if the DDoS protection is affecting incoming or outgoing traffic related to print jobs?,Agent:DDoSIncident,Tool:AttackDetection,,,,,,,
Have you observed any unusual traffic spikes or packet counts during the times of print delays?,Agent:DDoSIncident,Tool:AttackDetection,,,,,,,
Can you verify if the issue occurs only on specific VMs or across multiple VMs?,Agent:DDoSIncident,,,,,,,,
Are there any firewall or network security group rules that could be impacting print traffic?,NotApplicable,,,,,,,,
Can you provide detailed network diagrams and routing information for the print job path?,NotApplicable,,,,,,,,
Is private network peering an option to avoid public internet routing for print jobs?,NotApplicable,,,,,,,,
Are there any authentication delays or errors recorded in security logs during print job submission?,NotApplicable,,,,,,,,
Can you confirm if the print delays started after any recent maintenance or updates?,NotApplicable,,,,,,,,
Are there any indications of packet drops or retransmissions in the network traces during the delays?,NotApplicable,,,,,,,,
"Where is the suspicious IP address located within the customer's firewall regions, specifically in the eastus2 region?",NotApplicable,,,,,,,,
Is the suspicious IP address associated with the customer's infrastructure or external sources?,NotApplicable,,,,,,,,
Can the customer confirm the origin or ownership of the IP address detected with suspicious activity?,NotApplicable,,,,,,,,
Are there any firewall rules or configurations that might be allowing traffic from this IP address?,NotApplicable,,,,,,,,
Has the customer observed any related network activity or incidents that correspond to the DDoS alerts?,Agent:DDoSScoping,,,,,,,,
"Is the IP address part of known Azure Public Cloud or government cloud ranges, and how should it be handled in this context?",Agent:DDoSScoping,,,,,,,,
The customer inquired about the reason behind the alerts being generated despite the public IP being verified as safe.,Agent:DDoSIncident,Tool:AttackDetection,,,,,,,
The engineer requested more details from the customer to identify the exact date when the alert for the attack was received.,Agent:DDoSScoping,,,,,,,,
The customer sought confirmation regarding whether the alerts could be false positives.,Agent:DDoSIncident,Tool:AttackDetection,,,,,,,
The engineer asked for further information to understand how the alerts are configured and why the customer is receiving them frequently.,Agent:DDoSIncident,Tool:ResourceState,,,,,,,
"Regarding the multiple incoming packets suspected to be from a DDoS attack around May 14, 11:14 to 11:43, has there been any similar reports from other users? Is there any observable trend globally or within Japan related to this event? Please provide any available information to help understand the situation.",Agent:DDoSIncident,Tool:AttackDetection,,,,,,,
Can you confirm if there was an attack last week and whether it has been mitigated?,Agent:DDoSIncident,Tool:AttackDetection,,,,,,,
What public IP address is under attack?,Agent:DDoSIncident,Tool:AttackProfiling,,,,,,,
Do you have an Application Web Application Firewall (WAF) associated with this public IP or subscription?,Agent:DDoSAdvisory,Tool:ResourceState,ResourceCoverage,,,,,,
When did the problem start?,Agent:DDoSScoping,,,,,,,,
Can you provide a description of the issue?,Agent:DDoSScoping,,,,,,,,
Why was the customer charged for certain services despite stating they never used them?,Agent:DDoSAdvisory,Tool:ResourceState,Billing,,,,,,
Can the engineering team confirm the reason behind the unexpected charges?,Agent:DDoSAdvisory,Tool:ResourceState,Billing,,,,,,
"Was there an attempt to delete a specific virtual network (VNET-Personal_US_East) containing certain resources, as indicated by backend logs?",Agent:DDoSAdvisory,,CRUD,,,,,,
Why is the customer unable to cancel or stop the renewal of the DDoS Protection Plan using the self-service options provided?,Agent:DDoSAdvisory,,CRUD,,,,,,
Is there a clear cancellation path available in the user interface or process for the protection plan?,Agent:DDoSAdvisory,,CRUD,,,,,,
How is the cost calculated for the DDoS Protection Plan?,Agent:DDoSAdvisory,,Billing,,,,,,
Is it possible to disable or remove the DDoS Protection Plan?,Agent:DDoSAdvisory,,CRUD,,,,,,
Is the customer seeking a detailed cost breakdown or usage report for the plan?,Agent:DDoSAdvisory,,CRUD,,,,,,
Does the customer intend to completely delete the DDoS plan or just detach it from certain resources?,Agent:DDoSAdvisory,,CRUD,,,,,,
Does disabling the plan stop billing charges?,Agent:DDoSAdvisory,,CRUD,,,,,,
Are there options to re-enable the DDoS Protection Plan later if needed?,Agent:DDoSAdvisory,,ProvisioningConfiguration,,,,,,
The customer is uncertain whether the traffic hitting the IPs consistently is legitimate or not and requests confirmation from the DDoS product group.,Agent:DDoSIncident,Tool:AttackProfiling,,,,,,,
The product group asks the customer to confirm if the sources generating most of the traffic are legitimate.,Agent:DDoSIncident,Tool:AttackProfiling,,,,,,,
Is the load balancer with the public IP address receiving and handling traffic from internal backend resources?,NotApplicable,,,,,,,,
"According to the insight, is all traffic handled by the load balancer internal?",NotApplicable,,,,,,,,
"Considering the cloud environment where internal traffic from backend pools goes out to the internet and returns to the load balancer, is that valid?",NotApplicable,,,,,,,,
Why was a load balancer deployed if the backend resource involved is running with public access disabled and the load balancer is receiving a large number of requests from the backend?,NotApplicable,,,,,,,,
Can you please monitor and validate your source IPs and packets per second (pps) to confirm these are expected responses?,NotApplicable,,,,,,,,
"How did the customer detect that they were under attack on June 15, 2025 at 11:30 and 14:15 UTC?",Agent:DDoSIncident,Tool:AttackDetection,,,,,,,
Did the users experience any application slowness during those times?,Agent:DDoSScoping,,,,,,,,
Did the target virtual machine associated with the relevant IP address crash or encounter issues during 11:30 and 14:15 UTC on June 15?,Agent:DDoSScoping,,,,,,,,
Why does the customer believe that the volume of SYN packets exceeding the threshold is illegitimate traffic?,Agent:DDoSScoping,,,,,,,,
Can the customer provide an example of the threshold volume of SYN packets currently set in their DDoS protection policy?,Agent:DDoSAdvisory,Tool:DetectionTuning,,,,,,,
What was the volume of the SYN packet attack during the last incident?,Agent:DDoSIncident,Tool:AttackProfiling,,,,,,,
Was the SYN traffic during the threshold breaches legitimate or malicious?,Agent:DDoSIncident,Tool:AttackProfiling,,,,,,,
"Can the customer confirm whether the SYN traffic during the first two breaches was legitimate, to help identify why mitigation was delayed?",Agent:DDoSIncident,Tool:AttackProfiling,,,,,,,
Would the customer like to modify the SYN threshold to trigger mitigation more quickly in the future?,Agent:DDoSIncident,Tool:DetectionTuning,,,,,,,
The customer is seeking updates on what happened during the DDoS attack and how it was mitigated.,Agent:DDoSIncident,Tool:AttackDetection,,,,,,,
The customer has requested insight into the source IP addresses involved in the attack.,Agent:DDoSIncident,Tool:AttackProfiling,,,,,,,
The support engineer asked for permission to access the customer's subscription details to investigate the issue further.,NotApplicable,,,,,,,,
The customer clarified which specific virtual networks (vnets) they wanted to disable DDoS protection for.,Agent:DDoSAdvisory,,CRUD,,,,,,
The support engineer inquired about the timestamp when the operation to disable DDoS protection was performed.,Agent:DDoSAdvisory,,CRUD,,,,,,
The support engineer requested to conduct a screen-sharing session via Teams to observe the issue directly.,NotApplicable,,,,,,,,
The support engineer checked the assigned policies on the customer's subscription to understand if any tenant-level policy was affecting the DDoS protection settings.,NotApplicable,,,,,,,,
The customer inquires about the cost of the DDoS protection plan and whether it can be reduced due to its high expense.,Agent:DDoSAdvisory,,Billing,,,,,,
"The customer questions the scope of the service, noting that it is intended to protect an IP address rather than a virtual network (VNet).",Agent:DDoSAdvisory,,ResourceCoverage,,,,,,
Is it possible to freeze DDoS protection for the requested time period?,Agent:DDoSAdvisory,,ProvisioningConfiguration,,,,,,
"What do you mean by ""freeze DDoS""? Are you referring to maintenance on DDoS?",Agent:DDoSAdvisory,,ProvisioningConfiguration,,,,,,
There is no maintenance on that product as it is always active; can you confirm this understanding?,Agent:DDoSAdvisory,,ProvisioningConfiguration,,,,,,
What is the purpose of the private endpoint?,NotApplicable,,,,,,,,
How long does the mitigation process take for the DDoS attacks?,Agent:DDoSAdvisory,,Functionality,,,,,,
What actions can be taken to avoid DDoS attacks?,Agent:DDoSAdvisory,,ArchitectureAdvice,,,,,,
What steps should be followed after a DDoS attack occurs?,Agent:DDoSAdvisory,,ArchitectureAdvice,,,,,,
Is it possible to view diagnostic logs from the analytics workspace even when no DDoS attack has occurred?,Agent:DDoSAdvisory,,Metrics,,,,,,
Can test traffic be sent from the support side to stimulate and generate DDoS protection logs for verification?,Agent:DDoSAdvisory,,AttackSimulation,,,,,,
Why are the DDoS protection mitigation logs not populating in the analytics workspace despite diagnostic settings being configured to send all logs there?,Agent:DDoSAdvisory,,LogAndAttackAnalysis,,,,,,
How can the scope be selected correctly on the protection plan page to view metrics for individual resources?,Agent:DDoSAdvisory,,LogAndAttackAnalysis,,,,,,
"Are there any logs available during peace time, or do logs only appear after an actual DDoS mitigation event?",Agent:DDoSAdvisory,,LogAndAttackAnalysis,,,,,,
What queries should be used in the analytics workspace to retrieve DDoS protection notifications and mitigation reports?,Agent:DDoSAdvisory,,Notifications,,,,,,
Is it possible to test stimulate from the Azure end without incurring additional costs on the customer side?,Agent:DDoSAdvisory,,AttackSimulation,,,,,,
Can the customer reproduce the connectivity issue with the application gateway when serving Tenable scan requests?,NotApplicable,,,,,,,,
Are the connectivity issues related to the VFP layer flow limits being reached despite inbound flows being within limits?,NotApplicable,,,,,,,,
Is the customer experiencing latency or slowness due to the VFP layer flow limits on the F5 virtual machines?,NotApplicable,,,,,,,,
Are the multiple simultaneous port discovery scans from Tenable causing the flow limits to be hit on the F5 VMs?,NotApplicable,,,,,,,,
Can the customer confirm if the spikes in inbound TCP SYN packets correspond to the times when connectivity issues occur?,NotApplicable,,,,,,,,
Has the customer enabled flow logging for network security groups to determine whether the connections are legitimate?,NotApplicable,,,,,,,,
"If connections are legitimate, can the customer reduce the number of connections on the network interface or add additional VMs to handle the volume?",NotApplicable,,,,,,,,
"If connections are not legitimate, has the customer considered enabling Azure Protection Standard or placing the VM behind an Azure Load Balancer?",NotApplicable,,,,,,,,
Can the customer verify if scaling out the infrastructure alleviates the issue of a single VM handling all traffic and hitting flow limits?,NotApplicable,,,,,,,,
Is the customer able to provide logs or metrics from the VFP dashboards to help correlate the flow limits with observed connectivity problems?,NotApplicable,,,,,,,,
"The customer asked for support in identifying where to find information about the source IPs of the detected DDoS attacks, as the metrics and traceability did not show this data.",Agent:DDoSIncident,Tool:AttackDetection,,,,,,,
"The customer requested more information about the recent DDoS mitigation on their public IP, seeking details about the attack and how to interpret the metrics.",Agent:DDoSAdvisory,,LogAndAttackAnalysis,,,,,,
"The customer inquired about the meaning of DDoS and Flow reports seen on a specific date, asking what causes these and how to prevent generating more alerts for these services.",Agent:DDoSAdvisory,,Notifications,,,,,,
The customer asked for recommendations on how to mitigate the issue and improve security related to the DDoS attacks.,Agent:DDoSAdvisory,,ArchitectureAdvice,,,,,,
"Does the system have any mechanism to register or attribute public IPs that frequently access the tenant, so they are less likely to be misclassified?",NotApplicable,,,,,,,,
"If traffic from an external IP is blocked or flagged, is there a way to be notified or alerted?",Agent:DDoSAdvisory,,Notifications,,,,,,
Can you point us to telemetry or diagnostic options that would allow us to monitor for such events?,Agent:DDoSAdvisory,,Notifications,,,,,,
How does a Distributed Denial of Service (DDoS) attack work?,Agent:DDoSAdvisory,,Functionality,,,,,,
"If public IPs (not hosted on the platform but on-premises) get blocked due to high traffic flow, is there a way to receive a notification when such blocking occurs from the cloud service?",Agent:DDoSAdvisory,,Notifications,,,,,,
Do you have a virtual network with public IP configured?,Agent:DDoSScoping,,,,,,,,
Is the public IP that you are trying to configure under attack?,Agent:DDoSScoping,,,,,,,,
When did the problem start?,Agent:DDoSScoping,,,,,,,,
Can the triggers be changed to exclude the specific traffic from triggering DDoS alerts?,Agent:DDoSAdvisory,,WhitelistBlacklist,,,,,,
Is the traffic from on-premises using VPN connections causing false positives on the DDoS protection plan?,Agent:DDoSIncident,Tool:AttackDetection,,,,,,,
Is there any lock on the virtual network or resource group that needs to be removed before making changes?,NotApplicable,,,,,,,,
What are your working hours or time zone to coordinate support availability?,NotApplicable,,,,,,,,
Can you provide a screenshot showing your attempt to disassociate the protection plan from the virtual network?,Agent:DDoSAdvisory,,CRUD,,,,,,
Are there any network policies or configurations in place that might prevent disassociation of the protection plan?,Agent:DDoSAdvisory,,CRUD,,,,,,
Have you tried using the recommended PowerShell or CLI commands to disable DDoS protection on the virtual network?,Agent:DDoSAdvisory,,CRUD,,,,,,
Is there any policy at the subscription level affecting the ability to remove the protection plan?,Agent:DDoSAdvisory,,CRUD,,,,,,
"After attempting the removal, does the protection plan still show as associated when refreshing the portal or checking logs?",Agent:DDoSAdvisory,,CRUD,,,,,,
Could you please tag the mentioned IP address in the support request so we can trace it from our end?,Agent:DDoSScoping,,,,,,,,
Can you share a copy or screenshot of the alert you received?,NotApplicable,,,,,,,,
Could you provide the exact timestamp(s) when the alert(s) occurred?,Agent:DDoSScoping,,,,,,,,
Please elaborate further on the issue to help us better understand the context.,NotApplicable,,,,,,,,
Are the DDoS email alerts related to the public IP associated with the virtual machine that was recently added?,Agent:DDoSAdvisory,,Notifications,,,,,,
Would increasing the DDoS policy threshold for the public IP help prevent similar notifications?,Agent:DDoSAdvisory,,Thresholds,,,,,,
What are the appropriate threshold values for the relevant packet types in your DDoS protection plan?,Agent:DDoSAdvisory,,Thresholds,,,,,,
Can you confirm whether the revised threshold values are functioning as expected after testing?,Agent:DDoSAdvisory,,Thresholds,,,,,,
Has the DDoS traffic been restricted before it reaches the network?,Agent:DDoSIncident,Tool:AttackDetection,,,,,,,
Can network security groups (NSGs) be used to reduce traffic from known offenders?,Agent:DDoSAdvisory,,NSGs,,,,,,
Is monitoring enabled for packet count in the network?,Agent:DDoSAdvisory,,LogAndAttackAnalysis,,,,,,
On what basis was the threshold increased from 100K to the current value? Was there a significant traffic spike at the time of the issue?,Agent:DDoSAdvisory,,Thresolds,,,,,,
"Is the protection applied on outgoing communication or incoming communication, and where is it triggering in this case?",Agent:DDoSAdvisory,,Functionality,,,,,,
Are DDoS events or alerts common occurrences in the network? Is there a need to whitelist anything to avoid alerts? What use cases can cause an alert?,Agent:DDoSAdvisory,,Functionality,,,,,,
How does rate limit configuration work? Is it variable over time or based on other units?,Agent:DDoSAdvisory,,Functionality,,,,,,
What is the rationale or baseline for increasing the threshold from 100K to the current value? Was a higher threshold like 200K not sufficient?,Agent:DDoSAdvisory,,Thresholds,,,,,,
What is the best approach to monitor these thresholds effectively?,Agent:DDoSAdvisory,,Thresholds,,,,,,
Is it possible to review historical data and compare it with current utilization?,Agent:DDoSAdvisory,,LogAndAttackAnalysis,,,,,,
Does the protection identify malicious traffic or is it based solely on packet size?,Agent:DDoSAdvisory,,Functionality,,,,,,
"During peak periods, should adjustments be made to avoid delays in traffic?",Agent:DDoSAdvisory,,Functionality,,,,,,
"Which metrics or thresholds have been modified or are planned to be modified, and how do they correlate with backend metric names?",NotApplicable,,ResourceCoverage,,,,,,
"Is the current protection plan covering the affected resources, or has it been removed from the standard protection plan?",Agent:DDoSAdvisory,,ResourceCoverage,,,,,,
Are there specific recommendations for post-mortem analysis on current traffic thresholds and DDoS best practices for monitoring?,Agent:DDoSAdvisory,,ArchitectureAdvice,,,,,,
"The customer inquired about the reason for receiving recurring DDoS attack mitigation alerts for a Public IP within their subscription, despite not being able to identify the referenced IP.",Agent:DDoSAdvisory,,ResourceCoverage,,,,,,
"The customer wanted to understand why they were receiving alert notifications of DDoS attacks on their subscription ID, as they did not recognize the involved public IP addresses.",Agent:DDoSAdvisory,,ResourceCoverage,,,,,,
"The customer inquired about the inability to see the option to protect a single IP within their tenant, wondering if it was due to having the monthly protection plan enabled.",Agent:DDoSAdvisory,,ResourceCoverage,,,,,,
Is there any indication from your telemetry or monitoring tools that suggests a targeted DDoS attack on your resources?,Agent:DDoSScoping,,,,,,,,
Can you provide details about any specific public IP addresses or virtual network resources that you suspect might be under attack?,Agent:DDoSIncident,Tool:AttackDetection,,,,,,,
Have you observed any abnormal spikes or unusual traffic patterns on the load balancer or application gateway that could indicate an attack?,Agent:DDoSIncident,Tool:AttackDetection,,,,,,,
Are there any signs of SNAT exhaustion or other resource exhaustion issues on your external firewall load balancer that could be causing dropped connections?,NotApplicable,,,,,,,,
Could you confirm whether DDoS protection is enabled on the relevant public IPs or load balancers in your environment?,Agent:DDoSAdvisory,,ResourceCoverage,,,,,,
Have you noticed any unusual SYN count spikes or other network anomalies in the past few days on the affected resources?,Agent:DDoSIncident,Tool:AttackDetection,,,,,,,
Is there any additional telemetry or logs that might help us verify the presence or absence of a DDoS attack?,Agent:DDoSAdvisory,,LogAndAttackAnalysis,,,,,,
Are there specific times or events when the connectivity drops or latency issues are more pronounced?,Agent:DDoSIncident,Tool:AttackProfiling,,,,,,,
"Could you verify if all affected resources are covered under your DDoS protection plan, or if some public IPs might be unprotected?",Agent:DDoSAdvisory,,ResourceCoverage,,,,,,
Have you checked the dashboard or monitoring tools for any anomalies or alerts related to DDoS activity over the last few days?,Agent:DDoSIncident,Tool:AttackProfiling,,,,,,,
The support engineer requested the customer to provide the public address resource details that need investigation.,Agent:DDoSScoping,,,,,,,,
"The support engineer asked the customer to share the exact timestamp (date, time, and timezone) to help narrow down the investigation.",Agent:DDoSScoping,,,,,,,,
"The customer inquired about how they can protect their applications, given that the identified requests could be considered a layer 7 attack involving certain traffic sources.",Agent:DDoSAdvisory,,ArchitectureAdvice,,,,,,
Do you have a DDoS protection plan at the subscription level?,Agent:DDoSAdvisory,,ResourceCoverage,,,,,,
Why does the certificate for this service correspond to a different host?,NotApplicable,,,,,,,,
Why is the certificate for this service considered untrustworthy?,NotApplicable,,,,,,,,
Why does the remote host advertise discouraged TLS ciphers on certain TCP ports?,NotApplicable,,,,,,,,
Did you perform any DDoS simulation that could have generated a false DDoS attack?,Agent:DDoSScoping,,,,,,,,
"Does the IP address involved belong to your subscription, or was it encountered during the security scan?",Agent:DDoSScoping,,,,,,,,
"The customer inquired about the nature of the existing protection plan, specifically whether it is a certain type of protection plan or an IP protection plan.",Agent:DDoSAdvisory,,ResourceCoverage,,,,,,
The customer asked for clarification on how pricing works for the protection plan when multiple subscriptions are involved.,Agent:DDoSAdvisory,,Billing,,,,,,
The customer was asked to provide the date and timeframe when the DDoS attack was detected.,Agent:DDoSScoping,,,,,,,,
The customer inquired whether the DDoS alert for the public IP was a false positive or not.,Agent:DDoSIncident,Tool:AttackDetection,,,,,,,
The support team sought confirmation from the customer regarding the validity of the alert and whether any further action was required.,Agent:DDoSIncident,Tool:AttackDetection,,,,,,,
There was a discussion about whether the customer would like to increase the threshold values for TCP traffic if further assistance was needed.,Agent:DDoSAdvisory,,Thresholds,,,,,,
Where are they with the current status of the related case involving the Azure region access request process?,NotApplicable,,,,,,,,
What is needed from this case to proceed with enabling the DDoS plan for the UAE region?,Agent:DDoSAdvisory,,ProvisioningConfiguration,,,,,,
Can the customer provide updates on their progress with the Azure region access request?,NotApplicable,,,,,,,,
Is the request to enable region access in UAE Central currently under review by the internal team?,NotApplicable,,,,,,,,
Is further assistance needed regarding the DDoS attack and mitigation process?,Agent:DDoSIncident,Tool:AttackDetection,,,,,,,
Can you confirm if the observed traffic patterns to the firewall IP are legitimate or false positives due to Event HUB access?,NotApplicable,,,,,,,,
Are the high TCP traffic volumes from a single IP address during business hours expected behavior or indicative of an attack?,Agent:DDoSScoping,,,,,,,,
Does the outbound traffic reaching the TCP threshold correspond with normal operations or a potential false DDoS alert?,Agent:DDoSScoping,,,,,,,,
"Are the source IPs limited to certain known addresses, such as Event HUB, consistent with your network setup?",Agent:DDoSScoping,,,,,,,,
The customer asked for clarification regarding the difference between enabling protection at the virtual network (VNet) level versus the public IP level for their production server.,Agent:DDoSAdvisory,,BasicVsStandard,,,,,,
The support agent asked the customer to clarify the specific type of risk they were concerned about when enabling this protection.,NotApplicable,,,,,,,,
What public IP address is under attack?,Agent:DDoSIncident,Tool:AttackDetection,,,,,,,
"The customer asked about the details of the DDoS protection plan currently in place, specifically where they can view the information about the DDoS protection plan.",Agent:DDoSAdvisory,,ProvisioningConfiguration,,,,,,
The customer provided an additional subscription ID to check if any DDoS protection is deployed under that subscription.,Agent:DDoSAdvisory,Tool:ResourceState,ProvisioningConfiguration,,,,,,
The customer asked which threshold they are hitting during the DDoS mitigation event.,Agent:DDoSIncident,Tool:AttackDetection,,,,,,,
The engineer asked the customer to clarify the exact timestamp of the event.,Agent:DDoSScoping,,,,,,,,
The engineer expressed uncertainty about interpreting the Inbound TCP per router pair graph and sought clarity on the data discrepancies.,NotApplicable,,,,,,,,
The engineer pursued more clarity from the product group regarding why a high traffic value (110K) is not reflected in another graph.,NotApplicable,,,,,,,,
Is IPv6 supported in Azure Native security solutions?,NotApplicable,,,,,,,,
Can the user policy be configured to block IPv6 traffic?,NotApplicable,,,,,,,,
Does the Firewall support IPv6 blocking?,NotApplicable,,,,,,,,
Are DDoS protections enabled for internet-facing IPv6 public IPs?,Agent:DDoSAdvisory,,Functionality,,,,,,
Does the system support IPv6 addresses in custom-authored rules for IP allow lists and block lists?,Agent:DDoSAdvisory,,Functionality,,,,,,
"Is IPv6 blocking supported on the Azure Firewall, considering known issues and limitations?",NotApplicable,,,,,,,,
Where should DDoS protection be applied?,Agent:DDoSAdvisory,,ArchitectureAdvice,,,,,,
What are the DDoS protection solutions available?,Agent:DDoSAdvisory,,BasicVsStandard,,,,,,
What are the recommendations for DDoS protection for both public and internal traffic?,Agent:DDoSAdvisory,,Functionality,,,,,,
How does the mechanism work between the protection plan for public IP addresses and the protection plan for virtual networks?,Agent:DDoSAdvisory,,BasicVsStandard,,,,,,
"For public traffic, how can the protection plan be utilized to prevent potential attacks?",Agent:DDoSAdvisory,,Functionality,,,,,,
"For private traffic within the cloud environment or from on-premises to cloud, what protection options are available and how do they maximize security?",Agent:DDoSAdvisory,,ArchitectureAdvice,,,,,,
What is misbehaving? Whether or not the protection triggered and if it should have.,Agent:DDoSIncident,Tool:AttackDetection,,,,,,,
What is the expected behavior regarding traffic flow between the protection system and the virtual machine?,Agent:DDoSAdvisory,,Functionality,,,,,,
Is the attack a Layer 3/4 attack or a Layer 7 attack?,Agent:DDoSIncident,Tool:AttackProfiling,,,,,,,
"If traffic is below a certain threshold and the virtual IP is not being mitigated or exceeding thresholds, does that indicate it is not a Layer 3/4 attack?",Agent:DDoSIncident,Tool:AttackProfiling,,,,,,,
Should the protection plan have triggered during the attack?,Tool:AttackDetection,Tool:AttackDetection,Thresholds,,,,,,
Can you check whether the identified source IP addresses are part of your normal traffic?,Agent:DDoSIncident,Tool:AttackProfiling,,,,,,,
Are these alerts related to false positives in the mitigation measures for the organization's alerts?,NotApplicable,,,,,,,,
Have you reviewed the DDoS mitigation report and flow logs to verify packet forwarding and identify any protocol violations?,Agent:DDoSIncident,Tool:AttackProfiling,,,,,,,
Does the traffic packet count reach the DDoS mitigation plan threshold for the TCP protocol at 100k PPS?,Agent:DDoSIncident,Tool:AttackProfiling,,,,,,,
"Are most of the packets being forwarded to your destination service, with only problematic packets being dropped?",Agent:DDoSIncident,Tool:AttackProfiling,,,,,,,
"Clarifications regarding the specifics of the DDoS attack, such as the nature and volume of malicious traffic affecting the network resources.",Agent:DDoSIncident,Tool:AttackProfiling,,,,,,,
"Inquiries about the configuration and effectiveness of the existing DDoS protection policy, particularly the threshold settings for TCP packets per second.",Agent:DDoSAdvisory,,Thresolds,,,,,,
Questions about the applicability and setup of the new DDoS protection plan with stricter thresholds and its impact on blocking malicious traffic.,Agent:DDoSAdvisory,,Thresolds,,,,,,
"Discussions on the need for additional protection mechanisms at different network layers, specifically the recommendation to implement a Web Application Firewall (WAF) for Layer 7 protection.",Agent:DDoSAdvisory,,ArchitectureAdvice,,,,,,
"Requests for assistance in configuring the WAF, which was noted to be outside the scope of the current case and led to the creation of a separate support ticket.",NotApplicable,,,,,,,,
